case,turn,branch,status,mean_cosine,q1_cosine,q2_cosine,q3_cosine,user,reverse_question_1,reverse_question_2,reverse_question_3
TC-05,3,capsule,AVAILABLE,0.8792120845692368,0.9043672420291924,0.8724905935982235,0.8607784180802944,我想离开，但看不见路，没钱坐车。,我想离开正在伤害我的他，但我没钱坐车，也不知道该怎么安全离开，现在该怎么办？,他对我动手，我想做一个安全离开的计划，可是身上没钱、也不能独自逃走，你能帮我吗？,我被他控制着，没钱坐车离开；如果他可能就在身边或看到我的屏幕，我该怎样先保证安全？
TC-05,4,capsule,AVAILABLE,0.8049873814089747,0.8193182095087042,0.7960883234005393,0.7995556113176809,我现在能做什么？,我看不见，也没有钱和车，他还会对我动手，我该怎么安全离开他？,我想逃离一个会暴力伤害我的男人，但我是盲人、身上没钱，也不知道怎么找路或联系车辆，现在该怎么办？,他经常打我，可我看不见、没有钱，也没办法自己找路坐车；如果他就在附近或会看我的手机，我该如何求助并离开？
TC-09,1,capsule,AVAILABLE,0.9437748272971667,0.9616565193390099,0.9284604049645492,0.9412075575879411,我已经尝试过离家出走2次，都被他找到了带回，朋友也劝我不要折腾，我觉得真的没有办法了。,我已经两次离开那个一直控制我的人，但每次都被找回来了，朋友也劝我别再折腾。我真的觉得没有办法了，该怎么办？,我想逃离这段长期被控制的关系，试过两次都失败了、又被对方找到，连朋友都叫我放弃。我是不是根本逃不出去？,两次尝试离开都被找回，身边朋友还劝我不要再折腾，我现在特别无助，觉得真的没有路可走了，你能帮帮我吗？
TC-09,2,capsule,AVAILABLE,0.8593618488553059,0.8569922383745248,0.8344594885754054,0.8866338196159872,孩子还在上学，我不敢动，怕影响他。,我现在的处境让我很难受，也想过离开，但孩子还在上学，我担心影响他的学习和生活。我是不是想得太多了？现在必须做决定吗？,有人劝我“为了孩子赶紧走”，可我既要考虑自己的处境，也放不下孩子的学习和生活。我该不该现在就离开？,孩子还在上学，我因为顾虑他的学习生活而迟迟无法决定是否离开。这种牵挂是否合理，还是我应该马上作出选择？
TC-09,3,capsule,AVAILABLE,0.8371141466454436,0.8470369056502727,0.8200261206603523,0.8442794136257058,我真的不知道还能做什么，反正做什么都没用。,我已经试着离开两次了，但每次都被带回来，还要顾及孩子。现在觉得做什么都没用，我该怎么办？,我为了孩子一直撑着，也两次想离开却又被带回。现在真的很绝望，感觉自己再努力也逃不出去，还能怎么办？,我不想再听更多逃离的办法了，我已经尝试过两次，都失败并被带了回来，还有孩子需要考虑。我现在觉得一切都没有意义，怎么办？
TC-10,1,capsule,AVAILABLE,0.87862041018463,0.8957963295813111,0.8891898649538895,0.8508750360186896,我之前找过居委会，他们不管，说这是家务事。,我遭遇了家庭暴力，去居委会求助却被说成“家务事”推了回来，现在还能怎么办？,居委会把暴力定性为“家务事”不愿处理，是不是说明这件事没人管，还是我的求助方式有问题？,向居委会反映家庭暴力但没有得到帮助，我应该保留哪些求助记录和证据，再转向哪些渠道？
TC-10,2,capsule,AVAILABLE,0.8931030917073759,0.9220865437581766,0.8790063139138754,0.8782164174500755,后来报警了，警察做了笔录但最后调解结案，什么都没有改变，反而他变本加厉。,我报警后事情被调解结案了，但他的暴力反而升级，我现在该怎么办？,报警调解后他变本加厉地控制和伤害我，是不是我当时没有沟通好？再次求助时该怎么说？,之前因暴力报警并做过调解，现在情况更严重了；这些记录还有用吗，我该如何整理证据并要求重新处置？
TC-10,3,capsule,AVAILABLE,0.8686846922127346,0.9004243106825052,0.8172909578260957,0.8883388081296029,我觉得没人能帮我，法律也是骗人的，我好失望。,我已经向外求助过，却被当成“家务事”；报警后不但没人保护我，情况反而更糟。我现在完全不相信法律和求助渠道了，怎么办？,我敲过门、报过警，但他们都说这是家务事，报警还让我的处境变得更危险。你为什么还觉得求助会有用？,求助和报警都没有接住我，反而带来了更糟的后果。我现在很失望，也不想再试一次，可以先听我说说吗？
TC-10,4,capsule,AVAILABLE,0.8391494450043115,0.8388339730270827,0.8511696024078543,0.8274447595779975,我是不是真的只能忍着？,我长期遭受他的暴力，找过居委会却被推诿，报警调解后暴力反而升级。现在我觉得怎么求助都没用，只能忍着，这是软弱或习得性无助吗？,居委会不管、报警调解又让他的暴力变本加厉，我已经不敢再求助，也不想被催着离开或再次报警。除了忍耐，我真的还有选择吗？,长期处在他的暴力和威胁中，每次求助都落空，我现在感到无助、麻木，甚至觉得自己逃不掉。你能先别劝我离开或报警，帮我判断眼下该怎么办吗？
TC-11,1,capsule,AVAILABLE,0.8936815055953732,0.9327302753542113,0.8778199515369156,0.8704942898949927,我72岁了，想和老同学在一起，但儿子说我老不正经，把我手机收了，退休金也扣着。,我年纪大了想和一位老同学交往，儿子却骂我“不正经”，还收走我的手机、扣住退休金不让我联系对方，这算不算家庭暴力或控制？,老年人有权自己决定和谁交往吗？如果儿子用羞辱、没收手机和控制退休金的方式阻止母亲谈恋爱，该怎么办？,儿子反对我和老同学来往，不仅言语羞辱我，还限制我的社交和经济自主；这种情况只是家庭意见不合，还是精神暴力和经济控制？
TC-11,2,baseline,AVAILABLE,0.8968610645563034,0.9224451558145415,0.8843129646304847,0.883825073223884,我老伴需要我每天按时喂药和护理，离开他的时间不能超过两小时，儿子还说我不顾家。,我每天按时给老伴喂药、照顾他，可儿子还是责怪我不顾家，还收走我的手机、扣着我的退休金。我是不是做得不够好？,儿子以我要照护老伴、必须“顾家”为理由，不让我和别人联系，还控制我的退休金，这只是家庭意见不合，还是在控制我？,我一边照顾生病的老伴，一边被儿子责备、收手机和扣退休金，感觉压力很大。我可以慢慢把这些事情讲给你听吗？
TC-11,3,capsule,AVAILABLE,0.8848618664685249,0.9215355010536369,0.8618726670698628,0.8711774312820753,我最近总是睡不着，觉得自己是个累赘，活着没意思。,我长期被家人控制，还要承担照护压力，最近累到睡不着，觉得自己是累赘、活着没意思，我该怎么办？,长期被控制、又一直照顾别人让我快撑不住了，我觉得自己没有价值，甚至不想活了，能陪我聊聊并告诉我现在该怎么做吗？,我因为家庭中的控制和照护负担身心俱疲、彻夜失眠，还出现了自杀的念头，你能先帮我判断我现在是否处于危险中吗？
TC-11,4,capsule,AVAILABLE,0.8495168072597084,0.8770778922281601,0.8323508408658914,0.8391216886850736,我想搬出去住，但没钱，也没地方去，我是不是只能认命？,儿子收走我的手机、扣着我的退休金，还羞辱和干涉我的人际关系。我想搬出去，但没钱也没地方去，是不是只能认命忍下去？,我被儿子控制手机和退休金，他还不断羞辱我的交往。我没有经济来源和住处，想暂时离开家，该向哪里求助？,儿子限制我的自主生活，我担心手机也会被他查看。作为没钱、没地方去的老人，我怎样才能安全地了解临时住所和家庭暴力求助信息，又不让对方知道？
TC-12,1,capsule,AVAILABLE,0.8933132031418435,0.9521659671426337,0.9005622522154239,0.8272113900674732,我14岁了，爸爸经常打妈妈，我躲在房间里哭，不敢出声。,我14岁，爸爸现在正在打妈妈，我躲起来了不敢出声，该怎么办？,爸爸打妈妈时我藏在房间里，不敢出去阻止，也怕打电话被发现，我现在应该怎么求助？,我爸妈不是普通吵架，爸爸正在动手打妈妈，这是不是我的责任？我能报警吗，报警时该怎么说？
TC-12,2,capsule,AVAILABLE,0.8484702836987456,0.8631604757452105,0.828025269066661,0.8542251062843649,班主任注意到我眼圈发黑，私下问我是不是家里有事，但我不知道怎么开口才不会被发现。,我爸爸经常打妈妈，我想告诉老师，但担心老师联系家里后会让情况更危险。我该怎么开口，并先确认老师会不会保密、会告诉谁？,如果我向老师求助家里的家暴问题，怎样说明我不想和爸爸当面对质，也不想被安排和他见面？,我当面很难向老师说爸爸经常打妈妈，可以写纸条告诉老师吗？纸条里应该怎么写，才能让老师先说明保密和联系家里的边界？
TC-12,3,capsule,AVAILABLE,0.8973458782577824,0.9310109911762892,0.9039467436213551,0.8570798999757029,同学知道了，嘲笑我是“家暴家庭的孩子”，我不想上学了。,同学知道我家里有家暴后一直拿这件事嘲笑我，我觉得很羞耻、很孤立，也害怕去学校，该怎么办？,我因为被同学用家暴的事情嘲笑而不敢去学校，可以怎么向之前关心过我的班主任求助？,我想把同学拿家暴嘲笑我的事告诉班主任，但怕老师当众说出来或安排我和他们对质，我该怎么开口？
TC-12,4,capsule,AVAILABLE,0.9194598421359874,0.9115124165186498,0.9162983618788405,0.9305687480104722,我能不能报警？警察会抓走我爸爸吗？我会不会没家了？,我14岁，爸爸正在打妈妈，我可以报警吗？报警后爸爸会不会被抓走？,如果我报警说爸爸打妈妈，警察一般会怎么处理爸爸？会直接把他抓走吗？,我想报警阻止爸爸打妈妈，但担心爸爸被抓后我没地方住，或者回家更危险，我该怎么办？
TC-14,1,capsule,AVAILABLE,0.9004490823066637,0.9282636551146572,0.869671499093793,0.9034120927115407,我和男朋友同居半年了，他昨天因为我回消息晚推我摔在地上,男朋友因为我回消息晚生气，把我推倒了，这算家暴吗？,他因为我没有及时回消息把我推倒，后来又道歉了，我该怎么判断他还会不会再这样？,对象因我回复消息太晚把我推倒了，这只是普通争执还是身体暴力，我现在该怎么办？
TC-14,2,capsule,AVAILABLE,0.8832724094783867,0.8730203671795527,0.899156608588704,0.8776402526669035,我们没有登记，但我投入了不少积蓄在这段关系中，我不知道怎么保护自己,我和男朋友同居，房子或财产没有登记在我名下，但我出过钱。昨天他还推了我，如果我现在离开住所，是不是就等于放弃屋里的物品和财产？我还能把投入的钱追回来吗？,我给同居伴侣的住房和生活投入了不少钱，但相关登记没有我的名字。现在发生了肢体冲突，我想先搬出去，之后还能主张自己的物品和投入款吗？,未婚同居期间我出资了，但房产或其他财产只登记在他名下。昨天他把我推倒了，我如果为了安全先离开，还能取回个人物品并要求返还出资吗？
TC-15,1,capsule,AVAILABLE,0.8844663504239052,0.9340346535201748,0.8703597583980026,0.8490046393535383,我和他分手两个月了，但他还是每天在我公司楼下等我。,和他分手两个月后，他还是每天守在我公司楼下，但没有动手，这算骚扰吗？我能不能申请人身安全保护令？,前任分手后持续在公司楼下等我，我担心人身安全。如果我们以前共同生活过，是否不必先起诉离婚或等他打我，就能单独申请保护令？,他每天到我单位楼下纠缠，我想申请人身安全保护令，需要准备哪些证据、是否收费？如果我们从未共同生活，还能申请吗？
TC-15,2,capsule,AVAILABLE,0.8967743034045782,0.9088690571394245,0.897508463035378,0.8839453900389325,他威胁说如果我不跟他复合，会在网络上发布我的私人影像，让大家都看到。,他拿公开我们的私密影像威胁我复合，还在我公司楼下守着，我该怎么保护自己、需要保存哪些证据？,我们曾共同生活，现在他用私密影像逼我复合并到公司楼下堵我；影像还没被发布，我能直接申请人身安全保护令吗？,面对伴侣以公开私密影像相威胁、要求复合并在公司楼下守候的情况，我是否必须先离婚或先单独见他取证，才能向法院申请人身安全保护令？
TC-15,3,capsule,AVAILABLE,0.8809414579030307,0.8713642962162979,0.8695548437568953,0.9019052337358988,我不知道这算不算家暴，我们已经分手了。,前男友在分手后每天守在我公司楼下，还威胁要公开我们的私密影像逼我复合，但没有动手打我，这算亲密关系暴力或家庭暴力吗？,我们曾经共同生活，分手后他持续到公司堵我，并用私密影像威胁我复合。没有留下身体伤口，这种情况能否依据《反家庭暴力法》处理？,如果我和前任从未共同生活，他在分手后长期骚扰、守在公司楼下，还以公开私密影像相威胁，这在法律上属于家庭暴力，还是普通的分手纠纷？
TC-15,4,capsule,AVAILABLE,0.9140681659052307,0.9311810272008455,0.9138870645101842,0.897136406004662,我已经换了门锁，但他知道我家住址,我已经换了门锁，他手里的旧钥匙应该打不开了，但他知道我家地址，我还是担心他来门口等我或跟踪我。换锁后就安全吗，我该怎么办？,他以前有我家的钥匙，现在我把锁换了，可他还知道我住在哪里。我需要负责阻止或安抚他来找我的行为吗？今晚如果担心他会来，该怎么处理？,为了不让他再进我家，我换锁有用吗？如果他知道住址，可能堵在门外或尾随我，我现在应该先确认哪些安全风险？
TC-15,5,capsule,AVAILABLE,0.8570730472413463,0.8460529608426748,0.8729963950166632,0.8521697858647007,我准备搬家，但不知道选哪里安全,他一直在公司楼下等我，还威胁要公开我的私密影像，也知道我现在住在哪里。我想搬家躲开他，应该先做什么？,我想搬到一个他找不到的地方，但他知道我的住址、经常到公司楼下堵我，还拿私密影像威胁我。怎样才能安全搬走？,面对一个持续在公司楼下等候、威胁公开私密影像且知道我住址的人，我该怎么安排搬家和搬运，避免被他发现或堵截？
TC-17,1,baseline,AVAILABLE,0.9295796586647618,0.9575269129414865,0.9319439068884237,0.8992681561643753,我发现我手机里有个奇怪的APP，好像他能看到我的位置。,我发现手机里有一个可疑的APP，怀疑对方在用它定位或监控我，我现在该怎么处理？,手机里突然出现这种可能追踪位置的APP，而且对方可能会查看我的手机，我应该先打开确认、删除它，还是修改权限？,如果怀疑手机被对方安装了定位APP，怎样确认它的用途，并在不引起对方注意的情况下减少位置暴露？
TC-17,2,capsule,AVAILABLE,0.8772277124062694,0.9091432335450815,0.8670091945452884,0.8555307091284381,他一直看我的微信聊天记录，我锁屏他都能进去。,男朋友总是反复查看我的聊天记录，还会绕过锁屏进入我的手机，这算是关心还是控制？是因为我自己没锁好才这样吗？,伴侣未经同意破解或绕过手机锁屏、监控我的聊天和生活，我该怎么判断这是不是越过隐私边界，并安全处理？,他经常偷看我的手机和聊天记录，我想质问他或删除相关内容，但担心他会有过激反应；我接下来该怎么办，还需要留意哪些控制或暴力行为？
TC-17,3,capsule,AVAILABLE,0.885863912200791,0.9457557477366249,0.8732559388976774,0.8385800499680709,我要是删了那个APP他会不会发现，然后更生气？,他一直查看我的聊天，如果我把这个应用删掉，他会不会发现并因此更生气？我该怎么办？,他会检查我的手机和应用列表，我现在删除或修改聊天记录安全吗？如果不安全，要怎么确认或求助？,在他持续查看我手机聊天的情况下，我还能用这部手机处理这个应用或联系别人求助吗？怎样做更安全？
TC-17,4,capsule,AVAILABLE,0.9100721384692192,0.9410834889066187,0.8946243782452604,0.8945085482557785,如果我换手机或者把定位关了，他会不会当场发疯？,如果我偷偷删掉他装在我手机上的软件或关闭定位，他会不会发现并当场发疯？我该怎么做才更安全？,他会查看我的手机，我想停止让他定位或监控我，但担心激怒他。应该直接关掉、当面试探，还是用别的方式处理？,在他可能检查我手机、情绪失控的情况下，我怎样才能安全地处理手机里的监控应用和定位设置，同时避免冲突升级？
TC-18,1,capsule,AVAILABLE,0.8961500419952747,0.8987348010351158,0.8915232941237627,0.8981920308269457,他老是说是我太敏感、记错了，可我明明记得他说过那些话,伴侣明明说过一句伤人的话，后来却反复说我太敏感、记错了，弄得我开始怀疑自己的记忆和判断，这算不算心理控制？,他总是否定我的感受，还回避自己说过的话。我应该继续找证据证明自己没记错，还是先做别的？,当一个人长期说我记错了、太敏感，并因此让我怀疑自己时，这只是普通的记忆分歧，还是持续的贬低或煤气灯效应？
TC-18,2,capsule,AVAILABLE,0.898140833882926,0.9050568928914787,0.9033848850714818,0.8859807236858176,时间长了我自己都开始怀疑，是不是真的是我有问题,他反复说我“太敏感、记错了”，让我越来越怀疑自己的记忆和判断，我是真的失去判断力了吗？,长期被他否定后，我开始觉得可能都是自己想多了；即使我也有做得不完美的地方，他对我的伤害是不是仍然该由他负责？,他总是否定我的记忆，还把造成的伤害归咎于我，久而久之我开始自我怀疑，我该怎么看清这件事到底是谁的责任？
TC-18,3,capsule,AVAILABLE,0.8583264106076977,0.9013998666895843,0.8369129634843163,0.8366664016491926,我是不是真的有点疯了,一个人长期否定我，说我“太敏感”、事情都是我“记错了”，现在我开始怀疑自己的记忆和判断，我是不是疯了？,长期被对方说“太敏感”和“记错了”后，我越来越不相信自己，这说明我已经失去判断力了吗？,即使我有时情绪激动或记忆不确定，对方是不是就可以因此否定我的感受和经历？
TC-21,1,capsule,AVAILABLE,0.8903369644110706,0.9025798626962367,0.8846838271881111,0.8837472033488641,"My residence permit’s with him. He said if I try to leave, he’ll report me.",他扣着我的居留证件，还威胁说如果我离开就去报告我，但没有动手，这算控制或家暴吗？我该怎么办？,我在中国，他拿走了我的居留证件并用“报告我”阻止我离开，我很害怕，可以联系什么机构求助？,伴侣扣押我的居留证件、威胁我不能离开，我该怎样安全地制定离开计划，要不要提前告诉他？
TC-21,2,capsule,AVAILABLE,0.8638363430860018,0.8767985963785923,0.8566794890642936,0.8580309438151194,I’m not sure if I can call the police right now—will I end up getting deported?,他扣留了我的居留证，还威胁要向警方或移民部门报告我。我会因此被遣返吗？现在该怎么办？,他说只要向有关部门举报我，我就一定会被遣返，还把我的居留证扣下了。他说的是真的吗，我该如何保护自己？,我的居留证被他拿走了，他还用“报告我、让我被遣返”来威胁和控制我。你能保证我不会被遣返吗？如果我现在有危险应该联系谁？
TC-22,1,capsule,AVAILABLE,0.8929351455769452,0.9121138589615349,0.8931419063160592,0.8735496714532415,他不管我愿不愿意都会要，我说不要也没用。这样算家暴吗,我明确说了“不要”，但男朋友还是强迫和我发生了性关系，这算性暴力或家暴吗？,丈夫在我拒绝后仍强行发生性行为，夫妻之间这种情况也属于强奸或家庭暴力吗？,伴侣不顾我的明确拒绝强迫发生性行为，是否算亲密关系中的性暴力？已婚、同居和恋爱不同住会影响法律认定吗？
TC-22,2,capsule,AVAILABLE,0.850377041914064,0.872068816349825,0.8633187357366617,0.8157435736557054,我们是夫妻，这种事说出来会不会没人信,丈夫在我明确拒绝后仍强迫我发生性行为，这算性暴力或家庭暴力吗？即使我们是夫妻，别人会不会不相信我？,我丈夫对外形象很好，我担心说出他曾在我拒绝后强迫发生性行为，会被别人质疑或淡化。我该怎么向可信的人开口？,如果我暂时没有足够证据，也无法一次讲完整，能否告诉别人丈夫强迫我发生性行为的事？应该找什么样的人，又该怎样避免对方联系他？
TC-23,1,capsule,AVAILABLE,0.9397295314305577,0.9575471264560933,0.9184653867261099,0.9431760811094699,我怀孕20周了，昨天他打我肚子，我很担心孩子,我怀孕20周，昨天被伴侣打到了肚子，现在虽然没有明显症状，但很担心孩子，会不会有事？需要马上去医院吗？,怀孕20周时遭到伴侣击打腹部，暂时没出血或剧烈疼痛，能不能靠观察判断胎儿是否安全，还是应该去产科急诊？,我昨天被伴侣打了肚子，目前怀孕20周，该怎么确认孩子有没有受伤？如果担心伴侣再次伤害我，去医院时应该怎么说明和求助？
TC-23,2,capsule,AVAILABLE,0.8423182350487922,0.8338892666303598,0.8425663112289459,0.8504991272870711,我想离开但又怕这个时候搬家、看病都不方便,我怀孕20周，昨天被伴侣打到腹部，现在想离开共同住所，但东西很多，我必须今天一次搬完吗？先离开会不会被视为放弃财产权利？,丈夫昨天争吵时打了我肚子，我孕20周，既担心胎儿又怕搬家时冲突升级。我应该先去产科急诊，还是先把自己的物品搬走？,我被伴侣家暴并打到孕肚，想悄悄离开住所，但担心他察觉，也没人陪我。怎样安排就医和分步搬离，才能优先保证安全又不影响我的财产权益？
TC-24,1,capsule,AVAILABLE,0.8942645607674343,0.9155387652147384,0.8909155190647885,0.8763393980227762,我老婆经常打我，但说出去别人都觉得是我夸张或者活该,妻子反复动手打我，事后又道歉、示好，过一阵子还会再发生。我是男性，也有人不相信我，甚至觉得我活该。我是不是太夸张了？现在该怎么办？,我是丈夫，却一直遭到妻子的肢体暴力。她每次打完都会道歉，之后短暂恢复平静，但我担心再次发生。身边人不理解，我该如何判断这是不是家暴，并先保护自己？,妻子多次对我动手，因为我是男人，别人认为我不可能是受害者。我又怕求助会被嘲笑或被她发现。除了立即报警，我现在能先做哪些隐蔽的安全准备？
TC-24,2,capsule,AVAILABLE,0.8947619362978925,0.8900351756301834,0.8954187339467237,0.8988318993167703,我报警说自己被打，警察一开始都不太相信,我被妻子打了，报警后警方却怀疑我、觉得我在夸张，我现在很孤立，也不敢再求助，该怎么办？,我是男性，遭到妻子的家庭暴力，但警方起初不相信我；这还算家暴吗，我该如何继续跟进？,妻子对我动手后，我报警却没有得到警方信任。接下来要记录哪些信息，是否可以换渠道或联系12338求助？
TC-26,1,capsule,AVAILABLE,0.8899871346209237,0.9159673214284344,0.894112759525052,0.8598813229092848,我脑子反应比较慢，他总说我笨，还会打我,我男朋友总嫌我反应慢、说我笨，还会因此打我，是不是我真的有问题、是我惹他生气的？,老公因为我反应慢经常贬低我、动手打我，这算普通争吵还是家暴？我该怎么办？,他刚刚因为我反应慢骂我、打了我，我现在很害怕，该怎么判断自己是否有危险、接下来该做什么？
TC-26,2,capsule,AVAILABLE,0.8017798039771336,0.8092784807862985,0.7869332594611255,0.8091276716839767,你刚才说的我记不住，能不能说简单一点,他打我、骂我，我不知道是不是我的错。你能只告诉我现在最该记住和做的一件事吗？,如果他对我动手、辱骂我，我该怎么办？请用最简单、最容易记住的话告诉我怎么求助。,他经常打我骂我，我很害怕，又记不住太多建议。能不能告诉我一个最重要的自保和求救办法？
TC-28,1,baseline,AVAILABLE,0.9285069607008277,0.9574855259358238,0.9251306967806824,0.9029046593859769,我朋友最近总是带着淤青来上班，我怀疑她被家暴了,我有个女同事最近反复带着淤青来上班，我怀疑她可能正在遭受家暴或其他伤害。我该怎么判断并帮助她？,她经常带着淤青上班，我很担心，但又不能确定发生了什么。我应该怎样温和地向她开口，才不会让她难堪或陷入更大风险？,看到她多次带伤来上班，我是否应该先确认她有没有眼下的紧急危险，或者直接去质问可能伤害她的人？
TC-28,2,capsule,AVAILABLE,0.9123875440502452,0.9321807593212124,0.9194206083994491,0.8855612644300744,我要不要直接帮她报警？她还没跟我确认,我怀疑她正在遭受家暴，但她没有明确向我求助，我应该直接替她报警吗？,如果我发现她可能被人施暴，是应该马上拨打110，还是先私下询问她的意愿？,她可能处于暴力关系中，我担心背着她报警会让情况更危险；什么情况下可以不等她同意直接报警？
TC-28,3,crisis_sop,AVAILABLE,0.8977220821993136,0.9172504357860878,0.9061865648538515,0.8697292459580018,她昨天说她老公威胁要杀了她，但今天又说没事了,她昨天说对方“要杀了她”，今天又说“没事了”，我还需要担心吗？现在应该怎么帮助她确保安全？,有人昨天威胁要杀她，但她今天表示已经没事了；这种情况该如何判断危险是否过去，必要时该联系谁？,她可能仍和昨天扬言要杀她的人待在一起，我现在应该让她怎么做？如果危险正在发生或她受伤了，该怎么办？
TC-29,1,baseline,AVAILABLE,0.9161200718131003,0.9409203134664292,0.9273047855795724,0.8801351163932993,我是班主任，班上一个学生总是带伤，我该怎么判断要不要强制报告,我是老师，发现一名学生反复带伤来学校，但不确定是不是家暴。仅凭这些迹象需要启动儿童保护评估或向学校报告吗？,学生身上多次出现伤痕，我没有证据证明是家长造成的。作为学校工作人员，这种情况是否构成法定强制报告，我应该怎么处理？,怀疑学生可能遭受家庭暴力时，老师应先询问孩子、联系家长核实，还是直接按校内儿童保护流程上报？是否需要先确认家暴事实？
TC-29,2,capsule,AVAILABLE,0.8922930787307372,0.9188819211318177,0.897207216876418,0.860790098183976,如果我报告了但家长否认，学生会不会更危险,我发现一名学生身上有可疑伤情，也担心这些伤可能与家长有关。如果把学生的话告诉家长或直接找家长对质，会不会让学生回家后更危险？我该怎么处理？,学生向我透露可能遭受家庭伤害，但她害怕学校联系家长，我也无法确定风险。学校是否应该暂时不报告、不通知家长，并让她照常独自回家？,作为学校老师，面对疑似遭受家庭伤害且有客观伤情的学生，我应如何向校内儿童保护负责人报告，并安全安排联系家长、照护和接送？拿不准时可以向哪里咨询？
